Season,Date,Game Type,Team,Opponent,Arena,City,State,Attendance,game_date,attendance
2000,"July 31, 2000",Regular season,New York Liberty,Charlotte Sting,Madison Square Garden,New York,NY,15259,2000-07-31,15259
2000,"August 1, 2000",Regular season,Houston Comets,Washington Mystics,Compaq Center,Houston,TX,12871,2000-08-01,12871
2000,"August 1, 2000",Regular season,Phoenix Mercury,Orlando Miracle,US Airways Center,Phoenix,AZ,9564,2000-08-01,9564
2000,"August 1, 2000",Regular season,Portland Fire,Miami Sol,Moda Center,Portland,OR,7092,2000-08-01,7092
2000,"August 1, 2000",Regular season,Seattle Storm,Indiana Fever,KeyArena,Seattle,WA,8670,2000-08-01,8670
2000,"August 2, 2000",Regular season,Minnesota Lynx,Utah Starzz,Target Center,Minneapolis,MN,7015,2000-08-02,7015
2000,"August 2, 2000",Regular season,Sacramento Monarchs,Miami Sol,ARCO Arena,Sacramento,CA,7608,2000-08-02,7608
2000,"August 2, 2000",Regular season,Detroit Shock,Los Angeles Sparks,Palace of Auburn Hills,Detroit,MI,7848,2000-08-02,7848
2000,"August 3, 2000",Regular season,Cleveland Rockers,Utah Starzz,Quicken Loans Arena,Cleveland,OH,10757,2000-08-03,10757
2000,"August 3, 2000",Regular season,Indiana Fever,Washington Mystics,Conseco Fieldhouse,Indianapolis,IN,10804,2000-08-03,10804
2000,"August 3, 2000",Regular season,Phoenix Mercury,Seattle Storm,US Airways Center,Phoenix,AZ,9439,2000-08-03,9439
2000,"August 4, 2000",Regular season,Washington Mystics,Detroit Shock,Verizon Center,Washington,DC,16548,2000-08-04,16548
2000,"August 4, 2000",Regular season,Miami Sol,Charlotte Sting,AmericanAirlines Arena,Miami,FL,7780,2000-08-04,7780
2000,"August 4, 2000",Regular season,New York Liberty,Orlando Miracle,Madison Square Garden,New York,NY,17114,2000-08-04,17114
2000,"August 4, 2000",Regular season,Indiana Fever,Cleveland Rockers,Conseco Fieldhouse,Indianapolis,IN,11685,2000-08-04,11685
2000,"August 4, 2000",Regular season,Minnesota Lynx,Sacramento Monarchs,Target Center,Minneapolis,MN,6910,2000-08-04,6910
2000,"August 4, 2000",Regular season,Portland Fire,Houston Comets,Moda Center,Portland,OR,9975,2000-08-04,9975
2000,"August 5, 2000",Regular season,Phoenix Mercury,Los Angeles Sparks,US Airways Center,Phoenix,AZ,11390,2000-08-05,11390
2000,"August 5, 2000",Regular season,Charlotte Sting,Utah Starzz,Time Warner Cable Arena,Charlotte,NC,8138,2000-08-05,8138
2000,"August 6, 2000",Regular season,Orlando Miracle,Detroit Shock,Amway Arena,Orlando,FL,8479,2000-08-06,8479
2000,"August 6, 2000",Regular season,Sacramento Monarchs,Houston Comets,ARCO Arena,Sacramento,CA,12142,2000-08-06,12142
2000,"August 6, 2000",Regular season,Minnesota Lynx,Indiana Fever,Target Center,Minneapolis,MN,8644,2000-08-06,8644
2000,"August 6, 2000",Regular season,Miami Sol,New York Liberty,AmericanAirlines Arena,Miami,FL,8749,2000-08-06,8749
2000,"August 6, 2000",Regular season,Cleveland Rockers,Washington Mystics,Quicken Loans Arena,Cleveland,OH,12537,2000-08-06,12537
2000,"August 6, 2000",Regular season,Seattle Storm,Portland Fire,KeyArena,Seattle,WA,9328,2000-08-06,9328
2000,"August 7, 2000",Regular season,Orlando Miracle,Washington Mystics,Amway Arena,Orlando,FL,7090,2000-08-07,7090
2000,"August 7, 2000",Regular season,Indiana Fever,Detroit Shock,Conseco Fieldhouse,Indianapolis,IN,12213,2000-08-07,12213
2000,"August 7, 2000",Regular season,Phoenix Mercury,Houston Comets,US Airways Center,Phoenix,AZ,10770,2000-08-07,10770
2000,"August 7, 2000",Regular season,Utah Starzz,Portland Fire,EnergySolutions Arena,Salt Lake City,UT,7555,2000-08-07,7555
2000,"August 8, 2000",Regular season,New York Liberty,Cleveland Rockers,Madison Square Garden,New York,NY,18663,2000-08-08,18663
2000,"August 8, 2000",Regular season,Charlotte Sting,Minnesota Lynx,Time Warner Cable Arena,Charlotte,NC,8068,2000-08-08,8068
2000,"August 8, 2000",Regular season,Seattle Storm,Los Angeles Sparks,KeyArena,Seattle,WA,9936,2000-08-08,9936
2000,"August 9, 2000",Regular season,Washington Mystics,Cleveland Rockers,Verizon Center,Washington,DC,17538,2000-08-09,17538
2000,"August 9, 2000",Regular season,Miami Sol,Orlando Miracle,AmericanAirlines Arena,Miami,FL,8917,2000-08-09,8917
2000,"August 9, 2000",Regular season,Detroit Shock,New York Liberty,Palace of Auburn Hills,Detroit,MI,9124,2000-08-09,9124
2000,"August 9, 2000",Regular season,Indiana Fever,Charlotte Sting,Conseco Fieldhouse,Indianapolis,IN,11701,2000-08-09,11701
2000,"August 9, 2000",Regular season,Houston Comets,Minnesota Lynx,Compaq Center,Houston,TX,12423,2000-08-09,12423
2000,"August 9, 2000",Regular season,Utah Starzz,Los Angeles Sparks,EnergySolutions Arena,Salt Lake City,UT,7841,2000-08-09,7841
2000,"August 9, 2000",Regular season,Sacramento Monarchs,Seattle Storm,ARCO Arena,Sacramento,CA,7156,2000-08-09,7156
2000,"August 9, 2000",Regular season,Portland Fire,Phoenix Mercury,Moda Center,Portland,OR,9469,2000-08-09,9469
2001,"May 28, 2001",Regular season,Houston Comets,Los Angeles Sparks,Compaq Center,Houston,TX,16285,2001-05-28,16285
2001,"May 30, 2001",Regular season,Phoenix Mercury,Utah Starzz,US Airways Center,Phoenix,AZ,9057,2001-05-30,9057
2001,"May 31, 2001",Regular season,Miami Sol,New York Liberty,AmericanAirlines Arena,Miami,FL,9234,2001-05-31,9234
2001,"May 31, 2001",Regular season,Cleveland Rockers,Washington Mystics,Quicken Loans Arena,Cleveland,OH,9307,2001-05-31,9307
2001,"May 31, 2001",Regular season,Indiana Fever,Houston Comets,Conseco Fieldhouse,Indianapolis,IN,10041,2001-05-31,10041
2001,"May 31, 2001",Regular season,Portland Fire,Minnesota Lynx,Moda Center,Portland,OR,10315,2001-05-31,10315
2001,"May 31, 2001",Regular season,Seattle Storm,Phoenix Mercury,KeyArena,Seattle,WA,7567,2001-05-31,7567
2001,"June 1, 2001",Regular season,Orlando Miracle,Los Angeles Sparks,Amway Arena,Orlando,FL,10102,2001-06-01,10102
2001,"June 2, 2001",Regular season,New York Liberty,Indiana Fever,Madison Square Garden,New York,NY,16050,2001-06-02,16050
2001,"June 2, 2001",Regular season,Charlotte Sting,Los Angeles Sparks,Spectrum Center,Charlotte,NC,12843,2001-06-02,12843
2001,"June 2, 2001",Regular season,Detroit Shock,Houston Comets,Palace of Auburn Hills,Detroit,MI,9401,2001-06-02,9401
2001,"June 2, 2001",Regular season,Minnesota Lynx,Phoenix Mercury,Target Center,Minneapolis,MN,10040,2001-06-02,10040
2001,"June 2, 2001",Regular season,Utah Starzz,Portland Fire,EnergySolutions Arena,Salt Lake City,UT,6813,2001-06-02,6813
2001,"June 2, 2001",Regular season,Sacramento Monarchs,Cleveland Rockers,ARCO Arena,Sacramento,CA,12689,2001-06-02,12689
2001,"June 3, 2001",Regular season,Washington Mystics,Seattle Storm,Verizon Center,Washington,DC,17310,2001-06-03,17310
2001,"June 4, 2001",Regular season,New York Liberty,Sacramento Monarchs,Madison Square Garden,New York,NY,12262,2001-06-04,12262
2001,"June 4, 2001",Regular season,Indiana Fever,Seattle Storm,Conseco Fieldhouse,Indianapolis,IN,7021,2001-06-04,7021
2001,"June 4, 2001",Regular season,Portland Fire,Phoenix Mercury,Moda Center,Portland,OR,7041,2001-06-04,7041
2001,"June 5, 2001",Regular season,Washington Mystics,Sacramento Monarchs,Verizon Center,Washington,DC,11302,2001-06-05,11302
2001,"June 5, 2001",Regular season,Miami Sol,Indiana Fever,AmericanAirlines Arena,Miami,FL,6462,2001-06-05,6462
2001,"June 5, 2001",Regular season,Detroit Shock,Orlando Miracle,Palace of Auburn Hills,Detroit,MI,4013,2001-06-05,4013
2001,"June 5, 2001",Regular season,Utah Starzz,Houston Comets,EnergySolutions Arena,Salt Lake City,UT,4907,2001-06-05,4907
2001,"June 5, 2001",Regular season,Phoenix Mercury,Charlotte Sting,US Airways Center,Phoenix,AZ,7008,2001-06-05,7008
2001,"June 5, 2001",Regular season,Los Angeles Sparks,Cleveland Rockers,Staples Center,Los Angeles,CA,11445,2001-06-05,11445
2001,"June 7, 2001",Regular season,Cleveland Rockers,New York Liberty,Quicken Loans Arena,Cleveland,OH,8706,2001-06-07,8706
2001,"June 7, 2001",Regular season,Houston Comets,Detroit Shock,Compaq Center,Houston,TX,9538,2001-06-07,9538
2001,"June 7, 2001",Regular season,Utah Starzz,Orlando Miracle,EnergySolutions Arena,Salt Lake City,UT,4503,2001-06-07,4503
2001,"June 7, 2001",Regular season,Sacramento Monarchs,Charlotte Sting,ARCO Arena,Sacramento,CA,5866,2001-06-07,5866
2001,"June 7, 2001",Regular season,Seattle Storm,Miami Sol,KeyArena,Seattle,WA,6430,2001-06-07,6430
2001,"June 9, 2001",Regular season,Cleveland Rockers,Indiana Fever,Quicken Loans Arena,Cleveland,OH,6284,2001-06-09,6284
2001,"June 9, 2001",Regular season,Orlando Miracle,Charlotte Sting,Amway Arena,Orlando,FL,7211,2001-06-09,7211
2001,"June 9, 2001",Regular season,Minnesota Lynx,Los Angeles Sparks,Target Center,Minneapolis,MN,10236,2001-06-09,10236
2001,"June 9, 2001",Regular season,Utah Starzz,Seattle Storm,EnergySolutions Arena,Salt Lake City,UT,6323,2001-06-09,6323
2001,"June 9, 2001",Regular season,Sacramento Monarchs,Miami Sol,ARCO Arena,Sacramento,CA,7870,2001-06-09,7870
2001,"June 10, 2001",Regular season,Phoenix Mercury,Houston Comets,US Airways Center,Phoenix,AZ,8883,2001-06-10,8883
2001,"June 10, 2001",Regular season,Washington Mystics,New York Liberty,Verizon Center,Washington,DC,17715,2001-06-10,17715
2001,"June 12, 2001",Regular season,Minnesota Lynx,Indiana Fever,Target Center,Minneapolis,MN,6351,2001-06-12,6351
2001,"June 12, 2001",Regular season,Miami Sol,Detroit Shock,AmericanAirlines Arena,Miami,FL,7318,2001-06-12,7318
2001,"June 12, 2001",Regular season,New York Liberty,Charlotte Sting,Madison Square Garden,New York,NY,13150,2001-06-12,13150
2001,"June 12, 2001",Regular season,Phoenix Mercury,Sacramento Monarchs,US Airways Center,Phoenix,AZ,7113,2001-06-12,7113
2001,"June 12, 2001",Regular season,Portland Fire,Cleveland Rockers,Moda Center,Portland,OR,8082,2001-06-12,8082
2001,"June 12, 2001",Regular season,Seattle Storm,Orlando Miracle,KeyArena,Seattle,WA,3873,2001-06-12,3873
2001,"June 14, 2001",Regular season,Detroit Shock,Washington Mystics,Palace of Auburn Hills,Detroit,MI,4422,2001-06-14,4422
2001,"June 14, 2001",Regular season,Los Angeles Sparks,Orlando Miracle,Staples Center,Los Angeles,CA,9077,2001-06-14,9077
2001,"June 14, 2001",Regular season,Sacramento Monarchs,Phoenix Mercury,ARCO Arena,Sacramento,CA,5611,2001-06-14,5611
2001,"June 14, 2001",Regular season,Charlotte Sting,Utah Starzz,Spectrum Center,Charlotte,NC,13150,2001-06-14,13150
2001,"June 14, 2001",Regular season,Seattle Storm,Cleveland Rockers,KeyArena,Seattle,WA,3821,2001-06-14,3821
2001,"June 16, 2001",Regular season,Phoenix Mercury,Orlando Miracle,US Airways Center,Phoenix,AZ,8323,2001-06-16,8323
2001,"June 16, 2001",Regular season,Cleveland Rockers,Miami Sol,Quicken Loans Arena,Cleveland,OH,9610,2001-06-16,9610
2001,"June 16, 2001",Regular season,Indiana Fever,Minnesota Lynx,Conseco Fieldhouse,Indianapolis,IN,8067,2001-06-16,8067
2001,"June 16, 2001",Regular season,Sacramento Monarchs,Portland Fire,ARCO Arena,Sacramento,CA,7514,2001-06-16,7514
2001,"June 16, 2001",Regular season,New York Liberty,Washington Mystics,Madison Square Garden,New York,NY,15118,2001-06-16,15118
2001,"June 16, 2001",Regular season,Charlotte Sting,Detroit Shock,Spectrum Center,Charlotte,NC,5540,2001-06-16,5540
2001,"June 16, 2001",Regular season,Seattle Storm,Los Angeles Sparks,KeyArena,Seattle,WA,6964,2001-06-16,6964
2001,"June 17, 2001",Regular season,Detroit Shock,Minnesota Lynx,Palace of Auburn Hills,Detroit,MI,5076,2001-06-17,5076
2001,"June 17, 2001",Regular season,Los Angeles Sparks,Portland Fire,Staples Center,Los Angeles,CA,9312,2001-06-17,9312
2001,"June 17, 2001",Regular season,Washington Mystics,Cleveland Rockers,Verizon Center,Washington,DC,13497,2001-06-17,13497
2001,"June 17, 2001",Regular season,Miami Sol,New York Liberty,AmericanAirlines Arena,Miami,FL,8561,2001-06-17,8561
2001,"June 18, 2001",Regular season,Seattle Storm,Charlotte Sting,KeyArena,Seattle,WA,4016,2001-06-18,4016
2001,"June 18, 2001",Regular season,Indiana Fever,Orlando Miracle,Conseco Fieldhouse,Indianapolis,IN,7682,2001-06-18,7682
2001,"June 19, 2001",Regular season,Sacramento Monarchs,New York Liberty,ARCO Arena,Sacramento,CA,7648,2001-06-19,7648
2001,"June 19, 2001",Regular season,Los Angeles Sparks,Charlotte Sting,Staples Center,Los Angeles,CA,8823,2001-06-19,8823
2001,"June 19, 2001",Regular season,Portland Fire,Seattle Storm,Moda Center,Portland,OR,8151,2001-06-19,8151
2001,"June 21, 2001",Regular season,Houston Comets,Los Angeles Sparks,Compaq Center,Houston,TX,9918,2001-06-21,9918
2001,"June 21, 2001",Regular season,Utah Starzz,Sacramento Monarchs,EnergySolutions Arena,Salt Lake City,UT,6541,2001-06-21,6541
2001,"June 21, 2001",Regular season,Phoenix Mercury,New York Liberty,US Airways Center,Phoenix,AZ,8638,2001-06-21,8638
2001,"June 21, 2001",Regular season,Washington Mystics,Miami Sol,Verizon Center,Washington,DC,12815,2001-06-21,12815
2001,"June 22, 2001",Regular season,Cleveland Rockers,Los Angeles Sparks,Quicken Loans Arena,Cleveland,OH,8672,2001-06-22,8672
2001,"June 22, 2001",Regular season,Phoenix Mercury,Seattle Storm,US Airways Center,Phoenix,AZ,7123,2001-06-22,7123
2001,"June 22, 2001",Regular season,Portland Fire,Charlotte Sting,Moda Center,Portland,OR,8616,2001-06-22,8616
2001,"June 22, 2001",Regular season,Indiana Fever,Detroit Shock,Conseco Fieldhouse,Indianapolis,IN,7116,2001-06-22,7116
2001,"June 22, 2001",Regular season,Minnesota Lynx,Miami Sol,Target Center,Minneapolis,MN,6428,2001-06-22,6428
2001,"June 23, 2001",Regular season,Utah Starzz,Minnesota Lynx,EnergySolutions Arena,Salt Lake City,UT,5938,2001-06-23,5938
2001,"June 23, 2001",Regular season,Orlando Miracle,Washington Mystics,Amway Arena,Orlando,FL,8078,2001-06-23,8078
2001,"June 23, 2001",Regular season,Detroit Shock,Indiana Fever,Palace of Auburn Hills,Detroit,MI,5459,2001-06-23,5459
2001,"June 23, 2001",Regular season,Houston Comets,Sacramento Monarchs,Compaq Center,Houston,TX,10722,2001-06-23,10722
2001,"June 24, 2001",Regular season,New York Liberty,Los Angeles Sparks,Madison Square Garden,New York,NY,17084,2001-06-24,17084
2001,"June 24, 2001",Regular season,Miami Sol,Cleveland Rockers,AmericanAirlines Arena,Miami,FL,7408,2001-06-24,7408
2001,"June 24, 2001",Regular season,Houston Comets,Portland Fire,Compaq Center,Houston,TX,9389,2001-06-24,9389
2001,"June 24, 2001",Regular season,Charlotte Sting,Sacramento Monarchs,Spectrum Center,Charlotte,NC,4077,2001-06-24,4077
2001,"June 25, 2001",Regular season,Orlando Miracle,New York Liberty,Amway Arena,Orlando,FL,6282,2001-06-25,6282
2001,"June 25, 2001",Regular season,Washington Mystics,Minnesota Lynx,Verizon Center,Washington,DC,13823,2001-06-25,13823
2001,"June 25, 2001",Regular season,Utah Starzz,Seattle Storm,EnergySolutions Arena,Salt Lake City,UT,5833,2001-06-25,5833
2001,"June 26, 2001",Regular season,Detroit Shock,Los Angeles Sparks,Palace of Auburn Hills,Detroit,MI,5380,2001-06-26,5380
2001,"June 26, 2001",Regular season,Cleveland Rockers,Portland Fire,Quicken Loans Arena,Cleveland,OH,7077,2001-06-26,7077
2001,"June 27, 2001",Regular season,Charlotte Sting,Detroit Shock,Spectrum Center,Charlotte,NC,4036,2001-06-27,4036
2001,"June 27, 2001",Regular season,Indiana Fever,Portland Fire,Conseco Fieldhouse,Indianapolis,IN,7302,2001-06-27,7302
2001,"June 27, 2001",Regular season,Houston Comets,Washington Mystics,Compaq Center,Houston,TX,9298,2001-06-27,9298
2001,"June 27, 2001",Regular season,Orlando Miracle,Cleveland Rockers,Amway Arena,Orlando,FL,5396,2001-06-27,5396
2001,"June 27, 2001",Regular season,Miami Sol,Utah Starzz,AmericanAirlines Arena,Miami,FL,8575,2001-06-27,8575
2001,"June 28, 2001",Regular season,Minnesota Lynx,Seattle Storm,Target Center,Minneapolis,MN,7505,2001-06-28,7505
2001,"June 28, 2001",Regular season,Sacramento Monarchs,Houston Comets,ARCO Arena,Sacramento,CA,6820,2001-06-28,6820
2001,"June 29, 2001",Regular season,Detroit Shock,Phoenix Mercury,Palace of Auburn Hills,Detroit,MI,6716,2001-06-29,6716
2001,"June 29, 2001",Regular season,Miami Sol,Portland Fire,AmericanAirlines Arena,Miami,FL,14005,2001-06-29,14005
2001,"June 29, 2001",Regular season,Indiana Fever,Charlotte Sting,Conseco Fieldhouse,Indianapolis,IN,8024,2001-06-29,8024
2001,"June 29, 2001",Regular season,Washington Mystics,Utah Starzz,Verizon Center,Washington,DC,14687,2001-06-29,14687
2001,"June 30, 2001",Regular season,Charlotte Sting,Cleveland Rockers,Spectrum Center,Charlotte,NC,6077,2001-06-30,6077
2001,"June 30, 2001",Regular season,Minnesota Lynx,Houston Comets,Target Center,Minneapolis,MN,8756,2001-06-30,8756
2001,"June 30, 2001",Regular season,Seattle Storm,Sacramento Monarchs,KeyArena,Seattle,WA,7048,2001-06-30,7048
2001,"June 30, 2001",Regular season,New York Liberty,Orlando Miracle,Madison Square Garden,New York,NY,15354,2001-06-30,15354
2001,"July 1, 2001",Regular season,Cleveland Rockers,Minnesota Lynx,Quicken Loans Arena,Cleveland,OH,7045,2001-07-01,7045
2001,"July 1, 2001",Regular season,Los Angeles Sparks,Miami Sol,Staples Center,Los Angeles,CA,8312,2001-07-01,8312
2001,"July 1, 2001",Regular season,Indiana Fever,Phoenix Mercury,Conseco Fieldhouse,Indianapolis,IN,7459,2001-07-01,7459
2001,"July 1, 2001",Regular season,Washington Mystics,Orlando Miracle,Verizon Center,Washington,DC,13524,2001-07-01,13524
2001,"July 2, 2001",Regular season,Houston Comets,Portland Fire,Compaq Center,Houston,TX,10543,2001-07-02,10543
2001,"July 2, 2001",Regular season,Utah Starzz,Miami Sol,EnergySolutions Arena,Salt Lake City,UT,5007,2001-07-02,5007
2001,"July 2, 2001",Regular season,New York Liberty,Detroit Shock,Madison Square Garden,New York,NY,14052,2001-07-02,14052
2001,"July 3, 2001",Regular season,Minnesota Lynx,Sacramento Monarchs,Target Center,Minneapolis,MN,5168,2001-07-03,5168
2001,"July 3, 2001",Regular season,Los Angeles Sparks,Utah Starzz,Staples Center,Los Angeles,CA,7245,2001-07-03,7245
2001,"July 3, 2001",Regular season,Charlotte Sting,New York Liberty,Spectrum Center,Charlotte,NC,4045,2001-07-03,4045
2001,"July 3, 2001",Regular season,Seattle Storm,Washington Mystics,KeyArena,Seattle,WA,4312,2001-07-03,4312
2001,"July 4, 2001",Regular season,Phoenix Mercury,Miami Sol,US Airways Center,Phoenix,AZ,6680,2001-07-04,6680
2001,"July 4, 2001",Regular season,Portland Fire,Seattle Storm,Moda Center,Portland,OR,7928,2001-07-04,7928
2001,"July 5, 2001",Regular season,Los Angeles Sparks,Phoenix Mercury,Staples Center,Los Angeles,CA,6591,2001-07-05,6591
2001,"July 6, 2001",Regular season,Detroit Shock,Charlotte Sting,Palace of Auburn Hills,Detroit,MI,5780,2001-07-06,5780
2001,"July 6, 2001",Regular season,Minnesota Lynx,New York Liberty,Target Center,Minneapolis,MN,7031,2001-07-06,7031
2001,"July 6, 2001",Regular season,Houston Comets,Indiana Fever,Compaq Center,Houston,TX,10513,2001-07-06,10513
2001,"July 6, 2001",Regular season,Utah Starzz,Cleveland Rockers,EnergySolutions Arena,Salt Lake City,UT,6006,2001-07-06,6006
2001,"July 6, 2001",Regular season,Portland Fire,Washington Mystics,Moda Center,Portland,OR,8324,2001-07-06,8324
2001,"July 6, 2001",Regular season,Orlando Miracle,Sacramento Monarchs,Amway Arena,Orlando,FL,11068,2001-07-06,11068
2001,"July 7, 2001",Regular season,Miami Sol,Sacramento Monarchs,AmericanAirlines Arena,Miami,FL,8328,2001-07-07,8328
2001,"July 7, 2001",Regular season,Phoenix Mercury,Washington Mystics,US Airways Center,Phoenix,AZ,7463,2001-07-07,7463
2001,"July 7, 2001",Regular season,Charlotte Sting,Seattle Storm,Spectrum Center,Charlotte,NC,7007,2001-07-07,7007
